time,event
1690392527.9,in left
1690392534.5,in left
1690392538.1,out left
1690392538.2,in left
1690392539.3,out left
1690392566.8,in right
1690392569.3,out right
1690392626.8,in left
1690392627.6,in left
1690392632.9,out left
1690392651.6,in left
1690392652.7,in right
1690392657.3,in right
1690392665.1,in right
1690392688.0,in right
1690392734.4,out left
1690392735.2,in right
1690392748.6,out left
