time,event
1690392140.5,in left
1690392145.1,in right
1690392146.7,out right
1690392173.6,out left
1690392183.9,out left
1690392192.2,in right
1690392197.4,in left
1690392203.8,in right
1690392205.0,out right
1690392212.3,in right
1690392214.5,out right
1690392228.1,in right
1690392236.4,in right
1690392240.6,in right
1690392248.4,in left
