time,event
1690393037.5,in right
1690393068.9,in left
1690393077.0,in right
1690393122.8,out left
1690393126.8,out left
1690393129.9,out left
1690393130.5,in right
1690393137.2,in right
1690393192.4,out left
1690393194.9,in right
1690393211.8,in right
1690393223.9,in right
1690393225.5,out left
1690393246.6,in right
1690393278.4,in left
1690393285.6,in left
1690393294.1,in right
1690393301.1,out right
1690393312.9,in right
1690393333.0,in right
1690393342.2,in right
1690393412.1,in right
