time,event
1690392501.7,in left
1690392532.9,in right
1690392546.4,out right
1690392569.5,out left
1690392570.8,out left
1690392621.9,in right
1690392634.9,out right
1690392648.0,out right
1690392655.8,out left
1690392658.6,out right
1690392659.9,out left
1690392666.9,out left
1690392701.0,out left
1690392726.3,in right
1690392735.1,in right
1690392741.3,out left
