time,event
1689368390.3,in right
1689368398.2,in right
1689368415.9,in right
1689368416.0,in right
1689368422.4,in left
1689368430.4,in left
1689368456.3,in right
1689368478.9,in right
1689368482.8,in right
1689368488.8,in right
1689368491.6,in right
1689368494.3,in right
1689368496.8,in right
1689368499.5,in right
1689368524.9,in right
1689368535.1,in right
1689368537.7,in right
1689368551.6,out left
1689368562.0,out left
1689368603.7,in right
1689368623.2,in right
1689368628.1,in right
