time,event
1689369483.7,in right
1689369486.1,in left
1689369488.5,out left
1689369523.9,out left
1689369531.2,out left
1689369535.0,out left
1689369535.6,out right
1689369541.4,out left
1689369550.0,out right
1689369555.0,out left
1689369561.4,out left
1689369573.5,out right
1689369577.4,out left
1689369582.2,in right
1689369584.4,out left
1689369600.8,out right
