time,event
1689789503.6,in right
1689789503.7,in right
1689789510.1,in left
1689789518.0,in left
1689789544.0,in right
1689789566.6,in right
1689789570.5,in right
1689789576.5,in right
1689789579.3,in right
1689789582.0,in right
1689789584.5,in right
1689789587.1,in right
1689789612.5,in right
1689789622.8,in right
1689789625.4,in right
1689789639.3,out left
1689789649.7,out left
