time,left,right,total
1689368352.1,0, 0, 0
1689368352.2,0, 0, 0
1689368352.3,0, 0, 0
1689368352.4,0, 0, 0
1689368352.5,0, 0, 0
1689368352.6,0, 0, 0
1689368352.7,0, 0, 0
1689368352.8,0, 0, 0
1689368352.9,0, 0, 0
1689368353.0,0, 0, 0
1689368353.1,0, 0, 0
1689368353.2,0, 1, 1
1689368353.3,0, 1, 1
1689368353.4,0, 0, 0
1689368353.5,0, 0, 0
1689368353.6,0, 0, 0
1689368353.7,0, 0, 0
1689368353.8,0, 0, 0
1689368353.9,0, 0, 0
1689368354.0,0, 0, 0
1689368354.1,0, 0, 0
1689368354.2,0, 0, 0
1689368354.3,0, 0, 0
1689368354.4,0, 0, 0
1689368354.5,0, 0, 0
1689368354.6,0, 0, 0
1689368354.7,0, 0, 0
1689368354.8,0, 0, 0
1689368354.9,0, 0, 0
1689368355.0,0, 0, 0
1689368355.1,0, 0, 0
1689368355.2,0, 0, 0
1689368355.3,0, 0, 0
1689368355.4,0, 0, 0
1689368355.5,0, 0, 0
1689368355.6,0, 0, 0
1689368355.7,0, 0, 0
1689368355.8,0, 0, 0
1689368355.9,0, 0, 0
1689368356.0,0, 0, 0
1689368356.1,0, 0, 0
1689368356.2,0, 0, 0
1689368356.3,0, 0, 0
1689368356.4,0, 0, 0
1689368356.5,0, 0, 0
1689368356.6,0, 0, 0
1689368356.7,0, 0, 0
1689368356.8,0, 0, 0
1689368356.9,0, 0, 0
1689368357.0,0, 0, 0
1689368357.1,0, 0, 0
1689368357.2,0, 0, 0
1689368357.3,0, 0, 0
1689368357.4,0, 0, 0
1689368357.5,0, 0, 0
1689368357.6,0, 0, 0
1689368357.7,0, 0, 0
1689368357.8,0, 0, 0
1689368357.9,0, 0, 0
1689368358.0,0, 0, 0
1689368358.1,0, 0, 0
1689368358.2,0, 0, 0
1689368358.3,0, 0, 0
1689368358.4,0, 0, 0
1689368358.5,0, 0, 0
1689368358.6,0, 0, 0
1689368358.7,0, 0, 0
1689368358.8,0, 0, 0
1689368358.9,0, 0, 0
1689368359.0,0, 0, 0
1689368359.1,0, 0, 0
1689368359.2,0, 0, 0
1689368359.3,0, 0, 0
1689368359.4,0, 0, 0
1689368359.5,0, 0, 0
1689368359.6,0, 0, 0
1689368359.7,0, 0, 0
1689368359.8,0, 0, 0
1689368359.9,0, 0, 0
1689368360.0,0, 0, 0
1689368360.1,0, 0, 0
1689368360.2,0, 0, 0
1689368360.3,0, 0, 0
1689368360.4,0, 0, 0
1689368360.5,0, 0, 0
1689368360.6,0, 0, 0
1689368360.7,0, 0, 0
1689368360.8,0, 0, 0
1689368360.9,0, 0, 0
1689368361.0,0, 0, 0
1689368361.1,0, 0, 0
1689368361.2,0, 0, 0
1689368361.3,0, 0, 0
1689368361.4,0, 0, 0
1689368361.5,0, 0, 0
1689368361.6,0, 0, 0
1689368361.7,0, 0, 0
1689368361.8,0, 0, 0
1689368361.9,0, 0, 0
1689368362.0,0, 0, 0
1689368362.1,0, 0, 0
1689368362.2,0, 0, 0
1689368362.3,0, 0, 0
1689368362.4,0, 0, 0
1689368362.5,0, 0, 0
1689368362.6,0, 0, 0
1689368362.7,0, 0, 0
1689368362.8,0, 0, 0
1689368362.9,0, 0, 0
1689368363.0,0, 0, 0
1689368363.1,0, 0, 0
1689368363.2,0, 0, 0
1689368363.3,0, 0, 0
1689368363.4,0, 0, 0
1689368363.5,0, 0, 0
1689368363.6,0, 0, 0
1689368363.7,0, 0, 0
1689368363.8,0, 0, 0
1689368363.9,0, 0, 0
1689368364.0,0, 0, 0
1689368364.1,0, 0, 0
1689368364.2,0, 0, 0
1689368364.3,0, 0, 0
1689368364.4,0, 0, 0
1689368364.5,0, 0, 0
1689368364.6,0, 0, 0
1689368364.7,0, 0, 0
1689368364.8,0, 0, 0
1689368364.9,0, 0, 0
1689368365.0,0, 0, 0
1689368365.1,0, 0, 0
1689368365.2,0, 0, 0
1689368365.3,0, 0, 0
1689368365.4,0, 0, 0
1689368365.5,0, 0, 0
1689368365.6,0, 0, 0
1689368365.7,1, 0, 1
1689368365.8,1, 0, 1
1689368365.9,0, 0, 0
1689368366.0,0, 0, 0
1689368366.1,0, 0, 0
1689368366.2,0, 0, 0
1689368366.3,0, 0, 0
1689368366.4,0, 0, 0
1689368366.5,0, 0, 0
1689368366.6,0, 0, 0
1689368366.7,0, 0, 0
1689368366.8,0, 0, 0
1689368366.9,0, 0, 0
1689368367.0,0, 0, 0
1689368367.1,0, 0, 0
1689368367.2,0, 0, 0
1689368367.3,0, 0, 0
1689368367.4,0, 0, 0
1689368367.5,0, 0, 0
1689368367.6,0, 0, 0
